country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Japan,2021-04-07,-10.0,1.0,5.0,-21.0,-15.0,5.0
Japan,2021-04-08,-12.0,0.0,-5.0,-21.0,-14.0,5.0
Japan,2021-04-09,-16.0,-2.0,-10.0,-22.0,-14.0,6.0
Japan,2021-04-10,-11.0,4.0,4.0,-22.0,-15.0,5.0
Japan,2021-04-11,-11.0,3.0,20.0,-21.0,-10.0,3.0
Japan,2021-04-12,-15.0,-2.0,-7.0,-20.0,-12.0,5.0
Japan,2021-04-13,-16.0,-3.0,-24.0,-21.0,-14.0,6.0
Japan,2021-04-14,-17.0,-4.0,-21.0,-22.0,-14.0,6.0
Japan,2021-04-15,-9.0,7.0,-3.0,-19.0,-12.0,4.0
Japan,2021-04-16,-15.0,1.0,-12.0,-22.0,-13.0,6.0
Japan,2021-04-17,-18.0,-5.0,-41.0,-30.0,-15.0,7.0
Japan,2021-04-18,-11.0,2.0,-1.0,-24.0,-11.0,4.0
Japan,2021-04-19,-14.0,-1.0,-4.0,-19.0,-11.0,5.0
Japan,2021-04-20,-9.0,5.0,5.0,-19.0,-12.0,5.0
Japan,2021-04-21,-12.0,2.0,4.0,-20.0,-12.0,5.0
Japan,2021-04-22,-13.0,2.0,-3.0,-21.0,-12.0,5.0
Japan,2021-04-23,-14.0,2.0,-4.0,-21.0,-12.0,6.0
Japan,2021-04-24,-10.0,5.0,6.0,-21.0,-12.0,4.0
Japan,2021-04-25,-15.0,3.0,5.0,-29.0,-11.0,4.0
Japan,2021-04-26,-16.0,1.0,-7.0,-21.0,-11.0,5.0
Japan,2021-04-27,-12.0,4.0,2.0,-22.0,-12.0,5.0
Japan,2021-04-28,-13.0,3.0,-13.0,-21.0,-12.0,5.0
Japan,2021-04-29,-11.0,-7.0,-41.0,-52.0,-60.0,22.0
Japan,2021-04-30,-10.0,11.0,-1.0,-28.0,-24.0,9.0
Japan,2021-05-01,-20.0,1.0,-11.0,-29.0,-18.0,7.0
Japan,2021-05-02,-16.0,0.0,-4.0,-27.0,-16.0,5.0
Japan,2021-05-03,10.0,8.0,62.0,-38.0,-69.0,19.0
Japan,2021-05-04,11.0,11.0,76.0,-39.0,-70.0,20.0
Japan,2021-05-05,-8.0,-3.0,-18.0,-52.0,-69.0,23.0
Japan,2021-05-06,-15.0,6.0,-2.0,-25.0,-17.0,7.0
Japan,2021-05-07,-23.0,-2.0,-18.0,-30.0,-17.0,9.0
Japan,2021-05-08,-21.0,2.0,-2.0,-32.0,-9.0,7.0
Japan,2021-05-09,-18.0,2.0,3.0,-33.0,-11.0,6.0
Japan,2021-05-10,-18.0,2.0,-8.0,-24.0,-12.0,6.0
Japan,2021-05-11,-17.0,3.0,-5.0,-24.0,-13.0,7.0
Japan,2021-05-12,-20.0,1.0,-11.0,-25.0,-14.0,6.0
Japan,2021-05-13,-21.0,0.0,-21.0,-26.0,-14.0,7.0
Japan,2021-05-14,-21.0,3.0,-5.0,-26.0,-13.0,7.0
Japan,2021-05-15,-19.0,6.0,-6.0,-30.0,-13.0,7.0
Japan,2021-05-16,-23.0,-1.0,-30.0,-38.0,-13.0,7.0
Japan,2021-05-17,-23.0,-2.0,-29.0,-25.0,-12.0,7.0
Japan,2021-05-18,-18.0,2.0,-15.0,-25.0,-12.0,7.0
Japan,2021-05-19,-21.0,0.0,-23.0,-26.0,-13.0,7.0
Japan,2021-05-20,-21.0,1.0,-24.0,-28.0,-13.0,8.0
Japan,2021-05-21,-26.0,-3.0,-34.0,-31.0,-13.0,10.0
Japan,2021-05-22,-19.0,5.0,-16.0,-34.0,-13.0,8.0
Japan,2021-05-23,-18.0,4.0,7.0,-33.0,-10.0,5.0
Japan,2021-05-24,-21.0,-1.0,-17.0,-26.0,-11.0,7.0
Japan,2021-05-25,-13.0,9.0,-2.0,-24.0,-11.0,6.0
Japan,2021-05-26,-15.0,7.0,4.0,-25.0,-11.0,6.0
Japan,2021-05-27,-24.0,-4.0,-36.0,-29.0,-12.0,8.0
Japan,2021-05-28,-18.0,6.0,-6.0,-27.0,-10.0,7.0
Japan,2021-05-29,-16.0,8.0,-1.0,-30.0,-10.0,6.0
Japan,2021-05-30,-15.0,6.0,6.0,-31.0,-8.0,5.0
Japan,2021-05-31,-15.0,5.0,-4.0,-24.0,-7.0,6.0
Japan,2021-06-01,-13.0,7.0,1.0,-24.0,-8.0,6.0
Japan,2021-06-02,-15.0,5.0,1.0,-25.0,-9.0,6.0
Japan,2021-06-03,-17.0,4.0,-10.0,-25.0,-9.0,7.0
Japan,2021-06-04,-28.0,-7.0,-41.0,-30.0,-11.0,10.0
Japan,2021-06-05,-14.0,10.0,0.0,-29.0,-11.0,6.0
Japan,2021-06-06,-16.0,4.0,-4.0,-31.0,-9.0,5.0
Japan,2021-06-07,-16.0,4.0,-5.0,-24.0,-8.0,6.0
Japan,2021-06-08,-14.0,6.0,-2.0,-24.0,-9.0,6.0
Japan,2021-06-09,-15.0,5.0,1.0,-24.0,-9.0,6.0
Japan,2021-06-10,-14.0,8.0,-3.0,-24.0,-9.0,6.0
Japan,2021-06-11,-17.0,5.0,-6.0,-26.0,-10.0,7.0
Japan,2021-06-12,-14.0,7.0,-5.0,-28.0,-14.0,6.0
Japan,2021-06-13,-14.0,5.0,-6.0,-30.0,-10.0,5.0
Japan,2021-06-14,-17.0,1.0,-17.0,-24.0,-9.0,6.0
Japan,2021-06-15,-10.0,10.0,-6.0,-22.0,-9.0,6.0
Japan,2021-06-16,-16.0,3.0,-21.0,-24.0,-10.0,6.0
Japan,2021-06-17,-13.0,6.0,-6.0,-24.0,-9.0,6.0
Japan,2021-06-18,-17.0,3.0,-11.0,-25.0,-10.0,7.0
Japan,2021-06-19,-17.0,1.0,-39.0,-32.0,-13.0,8.0
Japan,2021-06-20,-10.0,9.0,0.0,-26.0,-9.0,4.0
Japan,2021-06-21,-13.0,2.0,-5.0,-21.0,-8.0,5.0
Japan,2021-06-22,-10.0,5.0,-2.0,-22.0,-9.0,6.0
Japan,2021-06-23,-13.0,3.0,-6.0,-23.0,-9.0,5.0
Japan,2021-06-24,-13.0,4.0,-7.0,-22.0,-9.0,5.0
Japan,2021-06-25,-13.0,6.0,-7.0,-22.0,-9.0,6.0
Japan,2021-06-26,-10.0,9.0,-3.0,-22.0,-13.0,5.0
Japan,2021-06-27,-12.0,4.0,-10.0,-27.0,-9.0,4.0
Japan,2021-06-28,-12.0,4.0,-9.0,-20.0,-8.0,5.0
Japan,2021-06-29,-11.0,3.0,-13.0,-22.0,-9.0,6.0
Japan,2021-06-30,-13.0,4.0,-12.0,-23.0,-10.0,3.0
Japan,2021-07-01,-16.0,1.0,-27.0,-22.0,-9.0,6.0
Japan,2021-07-02,-20.0,-1.0,-30.0,-24.0,-10.0,8.0
Japan,2021-07-03,-12.0,7.0,-21.0,-27.0,-10.0,6.0
Japan,2021-07-04,-13.0,2.0,-30.0,-29.0,-10.0,5.0
Japan,2021-07-05,-14.0,3.0,-20.0,-20.0,-8.0,6.0
Japan,2021-07-06,-10.0,6.0,-9.0,-20.0,-9.0,6.0
Japan,2021-07-07,-14.0,3.0,-17.0,-22.0,-10.0,6.0
Japan,2021-07-08,-16.0,1.0,-26.0,-23.0,-10.0,7.0
Japan,2021-07-09,-17.0,2.0,-25.0,-23.0,-10.0,7.0
Japan,2021-07-10,-10.0,9.0,-14.0,-24.0,-13.0,6.0
Japan,2021-07-11,-10.0,5.0,-10.0,-25.0,-8.0,4.0
Japan,2021-07-12,-13.0,3.0,-15.0,-20.0,-9.0,6.0
Japan,2021-07-13,-10.0,7.0,-7.0,-20.0,-10.0,6.0
Japan,2021-07-14,-12.0,4.0,-8.0,-21.0,-10.0,5.0
Japan,2021-07-15,-9.0,9.0,-10.0,-20.0,-10.0,5.0
Japan,2021-07-16,-13.0,6.0,-9.0,-22.0,-10.0,6.0
Japan,2021-07-17,-11.0,8.0,-5.0,-22.0,-10.0,4.0
Japan,2021-07-18,-11.0,6.0,-2.0,-23.0,-9.0,4.0
Japan,2021-07-19,-12.0,4.0,-10.0,-21.0,-9.0,5.0
Japan,2021-07-20,-6.0,10.0,-5.0,-20.0,-9.0,5.0
Japan,2021-07-21,-4.0,11.0,-2.0,-17.0,-10.0,4.0
Japan,2021-07-22,9.0,13.0,22.0,-35.0,-56.0,15.0
Japan,2021-07-23,-1.0,9.0,25.0,-40.0,-59.0,19.0
Japan,2021-07-24,-14.0,6.0,-3.0,-23.0,-20.0,6.0
Japan,2021-07-25,-16.0,5.0,-4.0,-23.0,-10.0,4.0
Japan,2021-07-26,-11.0,7.0,-6.0,-20.0,-11.0,5.0
Japan,2021-07-27,-11.0,5.0,-12.0,-25.0,-13.0,7.0
Japan,2021-07-28,-11.0,7.0,-6.0,-23.0,-12.0,6.0
Japan,2021-07-29,-11.0,6.0,-8.0,-24.0,-13.0,6.0
Japan,2021-07-30,-14.0,6.0,-11.0,-25.0,-13.0,7.0
Japan,2021-07-31,-15.0,7.0,-13.0,-27.0,-9.0,6.0
Japan,2021-08-01,-15.0,6.0,-11.0,-29.0,-8.0,5.0
Japan,2021-08-02,-12.0,6.0,-11.0,-23.0,-12.0,6.0
Japan,2021-08-03,-10.0,7.0,-8.0,-25.0,-14.0,7.0
Japan,2021-08-04,-12.0,7.0,-6.0,-25.0,-14.0,6.0
Japan,2021-08-05,-12.0,9.0,-9.0,-26.0,-15.0,7.0
Japan,2021-08-06,-15.0,7.0,-8.0,-27.0,-15.0,8.0
Japan,2021-08-07,-18.0,6.0,-19.0,-28.0,-11.0,6.0
Japan,2021-08-08,-19.0,0.0,-23.0,-32.0,-13.0,6.0
Japan,2021-08-09,-2.0,3.0,-13.0,-48.0,-62.0,21.0
Japan,2021-08-10,-1.0,15.0,2.0,-27.0,-26.0,9.0
Japan,2021-08-11,-2.0,13.0,9.0,-28.0,-30.0,10.0
Japan,2021-08-12,-2.0,12.0,-12.0,-34.0,-41.0,14.0
Japan,2021-08-13,-10.0,6.0,-31.0,-41.0,-55.0,21.0
Japan,2021-08-14,-25.0,-3.0,-46.0,-41.0,-43.0,13.0
Japan,2021-08-15,-22.0,1.0,-32.0,-35.0,-20.0,7.0
Japan,2021-08-16,-9.0,7.0,-21.0,-31.0,-33.0,13.0
Japan,2021-08-17,-16.0,3.0,-27.0,-30.0,-19.0,10.0
Japan,2021-08-18,-17.0,6.0,-19.0,-30.0,-16.0,9.0
Japan,2021-08-19,-17.0,5.0,-16.0,-30.0,-15.0,8.0
Japan,2021-08-20,-20.0,7.0,-15.0,-31.0,-15.0,10.0
Japan,2021-08-21,-21.0,6.0,-18.0,-33.0,-11.0,8.0
Japan,2021-08-22,-22.0,3.0,-19.0,-35.0,-10.0,7.0
Japan,2021-08-23,-17.0,4.0,-14.0,-28.0,-14.0,8.0
Japan,2021-08-24,-14.0,7.0,-8.0,-28.0,-15.0,8.0
Japan,2021-08-25,-15.0,9.0,-12.0,-28.0,-15.0,8.0
Japan,2021-08-26,-16.0,8.0,-13.0,-29.0,-15.0,8.0
Japan,2021-08-27,-20.0,6.0,-14.0,-31.0,-15.0,10.0
Japan,2021-08-28,-19.0,8.0,-17.0,-32.0,-14.0,8.0
Japan,2021-08-29,-20.0,6.0,-12.0,-33.0,-10.0,6.0
Japan,2021-08-30,-16.0,6.0,-15.0,-28.0,-13.0,8.0
Japan,2021-08-31,-14.0,8.0,-13.0,-28.0,-12.0,8.0
Japan,2021-09-01,-19.0,6.0,-18.0,-28.0,-12.0,8.0
Japan,2021-09-02,-22.0,0.0,-34.0,-30.0,-14.0,9.0
Japan,2021-09-03,-24.0,1.0,-32.0,-31.0,-14.0,11.0
Japan,2021-09-04,-20.0,4.0,-35.0,-35.0,-13.0,9.0
Japan,2021-09-05,-17.0,7.0,-12.0,-33.0,-10.0,7.0
Japan,2021-09-06,-18.0,3.0,-16.0,-27.0,-12.0,8.0
Japan,2021-09-07,-14.0,7.0,-3.0,-26.0,-13.0,8.0
Japan,2021-09-08,-18.0,3.0,-17.0,-28.0,-13.0,8.0
Japan,2021-09-09,-18.0,3.0,-22.0,-28.0,-13.0,8.0
Japan,2021-09-10,-18.0,7.0,-8.0,-28.0,-13.0,9.0
Japan,2021-09-11,-16.0,7.0,-16.0,-31.0,-15.0,8.0
Japan,2021-09-12,-17.0,4.0,-15.0,-32.0,-10.0,6.0
Japan,2021-09-13,-16.0,4.0,-10.0,-25.0,-12.0,7.0
Japan,2021-09-14,-16.0,3.0,-17.0,-25.0,-13.0,8.0
Japan,2021-09-15,-13.0,9.0,-6.0,-25.0,-12.0,7.0
Japan,2021-09-16,-14.0,9.0,-6.0,-25.0,-12.0,7.0
Japan,2021-09-17,-21.0,4.0,-21.0,-28.0,-14.0,10.0
Japan,2021-09-18,-22.0,-1.0,-39.0,-35.0,-14.0,9.0
Japan,2021-09-19,-9.0,9.0,18.0,-18.0,-10.0,3.0
Japan,2021-09-20,8.0,12.0,40.0,-39.0,-61.0,17.0
Japan,2021-09-21,-12.0,9.0,3.0,-22.0,-11.0,6.0
Japan,2021-09-22,-13.0,6.0,-6.0,-23.0,-10.0,5.0
Japan,2021-09-23,2.0,10.0,26.0,-42.0,-57.0,18.0
Japan,2021-09-24,-15.0,8.0,-2.0,-25.0,-14.0,8.0
Japan,2021-09-25,-16.0,8.0,-3.0,-25.0,-9.0,6.0
Japan,2021-09-26,-16.0,4.0,-13.0,-28.0,-9.0,5.0
Japan,2021-09-27,-13.0,5.0,-4.0,-22.0,-11.0,6.0
Japan,2021-09-28,-10.0,8.0,0.0,-22.0,-11.0,6.0
Japan,2021-09-29,-13.0,7.0,-1.0,-24.0,-11.0,6.0
Japan,2021-09-30,-12.0,11.0,-12.0,-23.0,-10.0,6.0
Japan,2021-10-01,-24.0,-5.0,-27.0,-30.0,-13.0,10.0
Japan,2021-10-02,-10.0,9.0,1.0,-21.0,-9.0,5.0
Japan,2021-10-03,-10.0,7.0,13.0,-20.0,-7.0,4.0
Japan,2021-10-04,-12.0,4.0,-3.0,-19.0,-9.0,5.0
Japan,2021-10-05,-8.0,8.0,2.0,-19.0,-10.0,5.0
Japan,2021-10-06,-10.0,6.0,2.0,-20.0,-10.0,5.0
Japan,2021-10-07,-11.0,5.0,-2.0,-20.0,-10.0,5.0
Japan,2021-10-08,-13.0,5.0,-1.0,-20.0,-11.0,6.0
Japan,2021-10-09,-9.0,8.0,4.0,-18.0,-13.0,5.0
Japan,2021-10-10,-9.0,7.0,11.0,-17.0,-8.0,3.0
Japan,2021-10-11,-11.0,4.0,-3.0,-19.0,-11.0,6.0
Japan,2021-10-12,-10.0,5.0,-9.0,-19.0,-10.0,6.0
Japan,2021-10-13,-13.0,1.0,-16.0,-20.0,-10.0,6.0
Japan,2021-10-14,-9.0,6.0,3.0,-19.0,-10.0,5.0
Japan,2021-10-15,-8.0,9.0,2.0,-18.0,-11.0,5.0
Japan,2021-10-16,-8.0,7.0,-6.0,-18.0,-10.0,4.0
Japan,2021-10-17,-10.0,3.0,-20.0,-23.0,-9.0,4.0
Japan,2021-10-18,-8.0,4.0,0.0,-18.0,-9.0,5.0
Japan,2021-10-19,-7.0,4.0,-7.0,-18.0,-10.0,6.0
Japan,2021-10-20,-6.0,7.0,-2.0,-18.0,-9.0,5.0
Japan,2021-10-21,-6.0,6.0,-3.0,-18.0,-9.0,5.0
Japan,2021-10-22,-12.0,2.0,-15.0,-19.0,-11.0,6.0
Japan,2021-10-23,-4.0,9.0,3.0,-14.0,-12.0,4.0
Japan,2021-10-24,-4.0,8.0,19.0,-13.0,-7.0,2.0
Japan,2021-10-25,-7.0,4.0,-14.0,-16.0,-9.0,5.0
Japan,2021-10-26,-2.0,8.0,-1.0,-16.0,-9.0,5.0
Japan,2021-10-27,-5.0,6.0,1.0,-16.0,-8.0,4.0
Japan,2021-10-28,-3.0,7.0,3.0,-16.0,-8.0,4.0
Japan,2021-10-29,-6.0,6.0,1.0,-16.0,-9.0,5.0
Japan,2021-10-30,-1.0,11.0,12.0,-11.0,-8.0,3.0
Japan,2021-10-31,-1.0,10.0,4.0,-15.0,-6.0,2.0
Japan,2021-11-01,-8.0,4.0,0.0,-16.0,-7.0,4.0
Japan,2021-11-02,1.0,8.0,6.0,-14.0,-7.0,4.0
Japan,2021-11-03,14.0,10.0,51.0,-33.0,-56.0,16.0
Japan,2021-11-04,-7.0,6.0,4.0,-15.0,-7.0,4.0
Japan,2021-11-05,-9.0,5.0,4.0,-16.0,-8.0,5.0
Japan,2021-11-06,-6.0,7.0,10.0,-12.0,-7.0,3.0
Japan,2021-11-07,-7.0,6.0,18.0,-13.0,-8.0,3.0
Japan,2021-11-08,-9.0,3.0,-5.0,-16.0,-7.0,5.0
Japan,2021-11-09,-10.0,0.0,-22.0,-17.0,-9.0,6.0
Japan,2021-11-10,-4.0,7.0,-3.0,-15.0,-8.0,4.0
Japan,2021-11-11,-5.0,6.0,-3.0,-15.0,-8.0,4.0
Japan,2021-11-12,-7.0,4.0,-4.0,-16.0,-8.0,5.0
Japan,2021-11-13,-3.0,8.0,7.0,-11.0,-12.0,3.0
Japan,2021-11-14,-5.0,6.0,16.0,-11.0,-8.0,2.0
Japan,2021-11-15,-5.0,5.0,2.0,-14.0,-7.0,4.0
Japan,2021-11-16,-3.0,7.0,6.0,-14.0,-7.0,4.0
Japan,2021-11-17,-4.0,5.0,8.0,-14.0,-8.0,4.0
Japan,2021-11-18,-5.0,6.0,2.0,-14.0,-8.0,4.0
Japan,2021-11-19,-5.0,5.0,5.0,-13.0,-7.0,4.0
Japan,2021-11-20,-1.0,10.0,11.0,-7.0,-8.0,2.0
Japan,2021-11-21,-4.0,5.0,13.0,-8.0,-8.0,2.0
Japan,2021-11-22,-3.0,-1.0,-27.0,-16.0,-13.0,6.0
Japan,2021-11-23,19.0,11.0,28.0,-33.0,-57.0,17.0
Japan,2021-11-24,-6.0,5.0,-4.0,-14.0,-6.0,3.0
Japan,2021-11-25,-3.0,8.0,-2.0,-13.0,-7.0,4.0
Japan,2021-11-26,-5.0,6.0,-2.0,-14.0,-7.0,4.0
Japan,2021-11-27,-3.0,7.0,-7.0,-12.0,-8.0,4.0
Japan,2021-11-28,-3.0,8.0,5.0,-12.0,-6.0,2.0
Japan,2021-11-29,-4.0,5.0,-3.0,-14.0,-6.0,4.0
Japan,2021-11-30,-1.0,8.0,-6.0,-14.0,-5.0,4.0
Japan,2021-12-01,-6.0,5.0,-15.0,-16.0,-6.0,5.0
Japan,2021-12-02,-5.0,6.0,-7.0,-16.0,-6.0,4.0
Japan,2021-12-03,-6.0,4.0,-9.0,-16.0,-7.0,5.0
Japan,2021-12-04,-2.0,7.0,-8.0,-13.0,-7.0,3.0
Japan,2021-12-05,-2.0,7.0,-3.0,-15.0,-7.0,3.0
Japan,2021-12-06,-6.0,3.0,-14.0,-16.0,-6.0,4.0
Japan,2021-12-07,-5.0,3.0,-17.0,-15.0,-6.0,5.0
Japan,2021-12-08,-7.0,2.0,-22.0,-17.0,-6.0,5.0
Japan,2021-12-09,-2.0,7.0,-3.0,-15.0,-5.0,4.0
Japan,2021-12-10,-2.0,7.0,-6.0,-14.0,-5.0,4.0
Japan,2021-12-11,1.0,9.0,-3.0,-10.0,-7.0,3.0
Japan,2021-12-12,-1.0,8.0,-2.0,-13.0,-4.0,2.0
Japan,2021-12-13,-5.0,3.0,-13.0,-15.0,-4.0,4.0
Japan,2021-12-14,-3.0,4.0,-11.0,-15.0,-5.0,5.0
Japan,2021-12-15,2.0,11.0,-4.0,-13.0,-4.0,3.0
Japan,2021-12-16,0.0,8.0,-11.0,-14.0,-5.0,4.0
Japan,2021-12-17,-5.0,3.0,-25.0,-15.0,-5.0,5.0
Japan,2021-12-18,-1.0,6.0,-21.0,-13.0,-5.0,4.0
Japan,2021-12-19,-1.0,7.0,-17.0,-16.0,-4.0,3.0
Japan,2021-12-20,0.0,8.0,-13.0,-14.0,-4.0,4.0
Japan,2021-12-21,4.0,8.0,-6.0,-14.0,-4.0,4.0
Japan,2021-12-22,2.0,8.0,-10.0,-15.0,-5.0,4.0
Japan,2021-12-23,4.0,10.0,-9.0,-14.0,-5.0,4.0
Japan,2021-12-24,4.0,15.0,-12.0,-15.0,-6.0,5.0
Japan,2021-12-25,0.0,13.0,-25.0,-15.0,-6.0,4.0
Japan,2021-12-26,-8.0,3.0,-32.0,-20.0,-3.0,4.0
Japan,2021-12-27,5.0,9.0,-19.0,-15.0,-12.0,6.0
Japan,2021-12-28,19.0,17.0,-10.0,-15.0,-16.0,6.0
Japan,2021-12-29,25.0,23.0,-10.0,-24.0,-48.0,13.0
Japan,2021-12-30,28.0,31.0,-9.0,-29.0,-65.0,18.0
Japan,2021-12-31,-5.0,21.0,-25.0,-48.0,-76.0,26.0
Japan,2022-01-01,-42.0,-34.0,-14.0,-43.0,-69.0,15.0
Japan,2022-01-02,-13.0,-10.0,-12.0,-14.0,-37.0,3.0
Japan,2022-01-03,15.0,0.0,5.0,-36.0,-77.0,21.0
Japan,2022-01-04,11.0,10.0,-9.0,-27.0,-43.0,15.0
Japan,2022-01-05,-2.0,7.0,-16.0,-21.0,-16.0,8.0
Japan,2022-01-06,-12.0,0.0,-25.0,-21.0,-9.0,8.0
Japan,2022-01-07,-14.0,0.0,-23.0,-20.0,-8.0,8.0
Japan,2022-01-08,-10.0,4.0,-19.0,-20.0,-3.0,5.0
Japan,2022-01-09,-7.0,3.0,-7.0,-19.0,-6.0,4.0
Japan,2022-01-10,8.0,7.0,7.0,-41.0,-59.0,19.0
Japan,2022-01-11,-14.0,0.0,-36.0,-19.0,-6.0,7.0
Japan,2022-01-12,-12.0,3.0,-19.0,-20.0,-5.0,6.0
Japan,2022-01-13,-13.0,2.0,-22.0,-21.0,-6.0,6.0
Japan,2022-01-14,-17.0,0.0,-23.0,-23.0,-7.0,7.0
Japan,2022-01-15,-13.0,6.0,-22.0,-26.0,-4.0,6.0
Japan,2022-01-16,-15.0,2.0,-18.0,-30.0,-6.0,6.0
Japan,2022-01-17,-13.0,1.0,-18.0,-21.0,-7.0,6.0
Japan,2022-01-18,-11.0,2.0,-18.0,-22.0,-8.0,7.0
Japan,2022-01-19,-12.0,3.0,-15.0,-23.0,-8.0,6.0
Japan,2022-01-20,-12.0,5.0,-20.0,-24.0,-8.0,7.0
Japan,2022-01-21,-18.0,1.0,-22.0,-26.0,-9.0,8.0
Japan,2022-01-22,-15.0,5.0,-20.0,-30.0,-10.0,7.0
Japan,2022-01-23,-20.0,-2.0,-37.0,-36.0,-8.0,7.0
Japan,2022-01-24,-16.0,1.0,-20.0,-25.0,-8.0,7.0
Japan,2022-01-25,-10.0,8.0,-13.0,-25.0,-9.0,8.0
Japan,2022-01-26,-14.0,4.0,-14.0,-27.0,-10.0,7.0
Japan,2022-01-27,-16.0,4.0,-16.0,-27.0,-10.0,8.0
Japan,2022-01-28,-19.0,3.0,-17.0,-29.0,-10.0,9.0
Japan,2022-01-29,-18.0,5.0,-23.0,-33.0,-9.0,8.0
Japan,2022-01-30,-18.0,3.0,-23.0,-36.0,-8.0,7.0
Japan,2022-01-31,-16.0,3.0,-18.0,-27.0,-8.0,7.0
Japan,2022-02-01,-14.0,5.0,-14.0,-27.0,-10.0,8.0
Japan,2022-02-02,-17.0,4.0,-15.0,-29.0,-10.0,8.0
Japan,2022-02-03,-15.0,12.0,-17.0,-28.0,-10.0,8.0
Japan,2022-02-04,-21.0,0.0,-19.0,-30.0,-11.0,10.0
Japan,2022-02-05,-20.0,3.0,-31.0,-35.0,-10.0,9.0
Japan,2022-02-06,-22.0,-1.0,-29.0,-38.0,-10.0,8.0
Japan,2022-02-07,-18.0,1.0,-18.0,-27.0,-10.0,8.0
Japan,2022-02-08,-14.0,4.0,-16.0,-27.0,-11.0,8.0
Japan,2022-02-09,-13.0,8.0,-10.0,-26.0,-10.0,7.0
Japan,2022-02-10,-21.0,-2.0,-36.0,-30.0,-14.0,10.0
Japan,2022-02-11,-9.0,2.0,-4.0,-48.0,-58.0,23.0
Japan,2022-02-12,-14.0,7.0,-10.0,-30.0,-15.0,8.0
Japan,2022-02-13,-23.0,-4.0,-45.0,-37.0,-10.0,8.0
Japan,2022-02-14,-15.0,1.0,-18.0,-25.0,-9.0,7.0
Japan,2022-02-15,-11.0,8.0,-12.0,-25.0,-10.0,7.0
Japan,2022-02-16,-14.0,4.0,-15.0,-26.0,-10.0,7.0
Japan,2022-02-17,-16.0,2.0,-21.0,-27.0,-10.0,8.0
Japan,2022-02-18,-16.0,3.0,-16.0,-27.0,-10.0,9.0
Japan,2022-02-19,-18.0,0.0,-36.0,-32.0,-8.0,8.0
Japan,2022-02-20,-18.0,0.0,-36.0,-36.0,-8.0,7.0
Japan,2022-02-21,-16.0,-2.0,-21.0,-25.0,-9.0,7.0
Japan,2022-02-22,-8.0,5.0,-14.0,-23.0,-9.0,7.0
Japan,2022-02-23,0.0,4.0,-1.0,-46.0,-55.0,19.0
Japan,2022-02-24,-14.0,3.0,-18.0,-24.0,-9.0,7.0
Japan,2022-02-25,-15.0,4.0,-16.0,-24.0,-9.0,7.0
Japan,2022-02-26,-12.0,6.0,-9.0,-24.0,-7.0,6.0
Japan,2022-02-27,-13.0,4.0,-12.0,-28.0,-5.0,5.0
Japan,2022-02-28,-10.0,4.0,-11.0,-22.0,-7.0,6.0
Japan,2022-03-01,-13.0,1.0,-21.0,-25.0,-9.0,7.0
Japan,2022-03-02,-13.0,3.0,-13.0,-25.0,-9.0,6.0
Japan,2022-03-03,-11.0,5.0,-14.0,-25.0,-9.0,7.0
Japan,2022-03-04,-17.0,0.0,-17.0,-26.0,-10.0,8.0
Japan,2022-03-05,-12.0,4.0,-14.0,-26.0,-8.0,6.0
Japan,2022-03-06,-13.0,1.0,-18.0,-28.0,-6.0,5.0
Japan,2022-03-07,-14.0,0.0,-19.0,-24.0,-8.0,6.0
Japan,2022-03-08,-12.0,1.0,-17.0,-24.0,-9.0,7.0
Japan,2022-03-09,-11.0,1.0,-11.0,-24.0,-9.0,6.0
Japan,2022-03-10,-10.0,3.0,-13.0,-23.0,-9.0,6.0
Japan,2022-03-11,-14.0,-1.0,-15.0,-24.0,-10.0,7.0
Japan,2022-03-12,-9.0,4.0,-8.0,-21.0,-10.0,5.0
Japan,2022-03-13,-9.0,3.0,-7.0,-22.0,-5.0,4.0
Japan,2022-03-14,-10.0,-1.0,-18.0,-22.0,-8.0,6.0
Japan,2022-03-15,-8.0,4.0,-13.0,-22.0,-9.0,6.0
Japan,2022-03-16,-10.0,2.0,-8.0,-22.0,-9.0,5.0
Japan,2022-03-17,-10.0,3.0,-13.0,-22.0,-9.0,6.0
Japan,2022-03-18,-19.0,-9.0,-43.0,-25.0,-12.0,9.0
Japan,2022-03-19,-11.0,3.0,-25.0,-19.0,-8.0,5.0
Japan,2022-03-20,-3.0,7.0,1.0,-11.0,-5.0,2.0
Japan,2022-03-21,11.0,6.0,15.0,-36.0,-59.0,17.0
Japan,2022-03-22,-16.0,-5.0,-37.0,-22.0,-9.0,7.0
Japan,2022-03-23,-10.0,0.0,-19.0,-21.0,-8.0,5.0
Japan,2022-03-24,-7.0,2.0,-10.0,-20.0,-9.0,5.0
Japan,2022-03-25,-8.0,3.0,-7.0,-19.0,-10.0,5.0
Japan,2022-03-26,-14.0,-4.0,-38.0,-22.0,-9.0,6.0
Japan,2022-03-27,-5.0,5.0,8.0,-14.0,-4.0,2.0
Japan,2022-03-28,-5.0,1.0,-1.0,-17.0,-10.0,5.0
Japan,2022-03-29,-3.0,2.0,0.0,-19.0,-11.0,5.0
